S#,SNAME,SEX,BDATE,HEIGHT,DORM
32722642,陈倩,男,2006-10-10,182.1,东19舍617
90193127,常桂芳,男,2005-03-16,167.1,西9舍117
50570456,林丹丹,男,2001-10-04,169.5,西9舍307
52020045,吴颖,女,2000-08-26,154.5,东5舍809
96684175,周宁,女,2005-06-06,165.5,东1舍812
64823555,马桂芝,女,2006-12-15,176.8,西16舍208
96091298,金荣,男,2003-03-19,176.1,西2舍718
95424801,韩金凤,女,2000-05-07,167.2,东16舍815
85441419,王芳,女,2002-12-03,161.9,东11舍412
27828345,刘琴,男,2003-01-02,183.5,东19舍220
16307023,傅春梅,男,2005-11-21,181.6,东12舍607
21411658,谢秀兰,男,2004-12-06,165.8,西4舍405
26848319,白玉英,女,2004-09-23,187.8,东19舍216
30978832,杨玲,女,2006-12-26,162.8,西10舍713
80002476,韩志强,女,2000-06-05,188.5,东8舍707
78147303,周红梅,女,2000-02-29,170.7,西16舍720
65880007,刘华,男,2006-11-06,184.1,东3舍208
54283371,汪丽娟,女,2004-04-09,151.3,西19舍118
19174683,刘兰英,女,2006-03-15,181.1,西8舍416
55333515,陈兰英,男,2000-10-24,180.3,西10舍411
81503068,赵健,女,2002-08-06,169.2,西1舍419
98794508,朱兵,男,2004-01-26,165.5,东18舍707
88076419,黄冬梅,女,2006-07-11,159.8,东16舍111
94772973,李桂珍,女,2005-01-21,175.1,东9舍608
57062347,吴健,女,2001-01-22,181.1,西8舍819
34089908,黄宁,男,2004-04-01,177.7,西19舍417
72157652,马阳,女,2003-12-06,175.7,东9舍403
60147521,张璐,男,2001-08-18,180.0,东13舍413
75672296,林斌,男,2003-07-28,181.7,东3舍112
88820209,姜亮,女,2002-06-19,158.6,西11舍609
76215000,饶凤英,女,2004-07-25,166.2,西13舍409
45249867,朱玉英,女,2002-07-10,173.5,西4舍309
75749052,刘博,女,2001-03-03,161.7,西15舍404
50014230,周雪,男,2006-10-29,180.2,东11舍818
22054962,曹亮,女,2002-11-09,156.0,西5舍813
51019018,顾淑华,男,2002-10-10,174.4,西12舍315
14811084,刁勇,男,2001-04-08,187.2,西9舍317
56525381,王英,男,2004-05-30,171.3,西5舍701
75194403,王玲,女,2002-11-22,153.6,东1舍216
51618047,詹萍,男,2000-01-19,179.6,西19舍719
86479071,钟东,女,2006-08-02,169.9,西10舍807
11316402,罗玉梅,男,2002-08-10,184.8,东17舍715
81391586,林平,男,2001-11-02,179.8,西18舍514
51152625,蒲洁,女,2001-10-18,164.2,东8舍305
86237180,李帆,男,2000-04-13,176.6,东6舍613
48990135,彭慧,女,2001-06-04,171.8,西2舍703
41829011,王敏,女,2001-12-31,178.8,西4舍106
60772309,袁冬梅,女,2005-06-05,161.6,东17舍612
27963350,郭秀华,男,2004-12-14,177.9,东8舍511
71078029,董欢,女,2005-02-22,174.8,西13舍214
93289705,张建国,女,2006-05-04,163.9,东14舍410
32970006,毛辉,女,2002-11-27,153.5,西20舍407
97765674,刘超,女,2006-07-16,171.5,东13舍315
89912800,张娟,女,2006-05-20,186.8,西7舍107
31682166,傅红霞,男,2005-10-19,185.5,西5舍812
60419667,吴颖,男,2005-08-22,189.8,东3舍810
21727098,刘慧,女,2005-10-21,166.6,东20舍814
82414142,孙宁,女,2006-12-14,169.9,东1舍803
56670946,陈晨,女,2006-09-27,167.6,东18舍115
52029516,彭莹,女,2002-02-21,153.0,东10舍503
23193515,陈燕,男,2003-07-18,172.0,西6舍315
50708530,何兵,男,2005-12-01,177.6,西1舍519
55478835,蔡冬梅,女,2001-03-01,185.7,东18舍805
73881313,冯军,男,2004-04-30,164.0,东19舍706
85972066,金英,男,2003-11-05,169.0,东6舍515
35525987,庄秀珍,男,2006-11-05,169.2,东12舍712
80963545,戴冬梅,女,2000-12-07,155.8,西3舍820
96193799,吴萍,女,2000-02-26,170.4,东18舍312
11178484,蔡想,男,2004-03-17,168.1,西12舍416
21087602,黄帆,男,2003-06-24,162.1,西20舍701
97500401,王秀云,男,2003-07-02,186.5,东20舍706
68258532,段明,女,2004-07-10,158.6,西20舍512
88715693,焦丽,女,2002-07-30,181.9,西16舍504
33708419,林秀珍,男,2006-06-27,168.7,东16舍620
70637800,成伟,男,2002-11-18,165.2,东12舍104
89596940,徐超,男,2005-12-15,151.8,西9舍216
81728848,农小红,男,2006-11-13,152.4,西19舍112
61802831,刘红霞,女,2003-04-30,156.8,东17舍104
80609421,王建华,男,2006-04-16,160.3,西4舍516
85653441,杜莉,男,2006-07-06,181.6,西15舍115
96046104,贺帆,男,2002-01-21,161.1,东20舍508
36255139,张颖,男,2004-06-26,172.2,西6舍507
26654687,支秀云,女,2006-12-03,176.7,西10舍703
71207093,邓华,女,2001-11-12,179.8,西8舍715
27706643,曾梅,女,2001-11-08,181.5,东12舍820
67842403,钱秀英,男,2001-08-16,183.4,东13舍110
78968354,王亮,男,2005-04-17,178.9,西20舍312
53064996,王霞,男,2003-12-07,156.6,西17舍307
36546396,张桂芝,男,2006-05-31,158.0,西7舍820
47688933,邓峰,女,2005-02-14,171.8,东13舍103
13784728,赵秀云,女,2000-01-29,166.4,西8舍818
33225084,康瑜,男,2002-09-12,181.9,东12舍210
64321027,谭冬梅,女,2005-02-06,154.2,东18舍102
49070512,权静,女,2006-11-03,160.7,东8舍102
85751418,唐旭,女,2003-08-12,154.5,西4舍215
90763396,唐阳,女,2000-05-25,151.4,西15舍717
24189607,王鹏,女,2001-10-21,151.0,西8舍117
65426320,李勇,女,2003-06-09,160.2,西15舍706
92012693,胡云,女,2001-07-26,163.3,西3舍308
28957627,鞠俊,男,2004-12-13,165.6,东18舍304
15652595,陆佳,男,2001-10-04,159.1,西11舍213
58816800,段帅,女,2000-02-14,182.2,东20舍717
74718577,黄丽华,女,2002-04-22,179.1,西3舍511
64142073,刘凤兰,男,2004-01-21,163.7,东15舍704
41475103,王志强,女,2004-07-07,178.7,东9舍409
30867977,张玉华,女,2002-06-27,184.6,东1舍820
45578502,杨丽娟,男,2003-09-27,166.3,东20舍206
24575262,余宇,男,2006-12-15,155.9,东11舍202
97583612,易勇,男,2004-08-20,152.7,西19舍109
33915187,李桂芝,女,2005-06-25,188.9,西15舍105
12667403,李林,男,2000-11-03,160.4,东20舍510
86851486,王伟,男,2003-03-19,151.5,西2舍603
89359432,夏瑜,男,2000-02-17,163.6,东13舍607
51099780,王华,女,2005-06-10,181.7,西11舍314
63266504,冯俊,男,2001-08-09,164.8,东3舍119
17479507,唐波,女,2003-10-30,181.2,西5舍411
12205096,周刚,男,2006-06-14,175.7,西7舍508
45763082,谢静,女,2004-11-25,160.4,东17舍113
95463601,方洁,男,2003-11-13,171.4,东5舍409
92573365,郭雷,女,2003-10-03,154.3,西18舍116
68542180,胡桂花,女,2001-10-13,172.9,西1舍707
76947505,庄旭,女,2004-08-06,169.1,西19舍214
67205670,吴萍,男,2006-04-03,181.8,西11舍720
74232267,何桂花,男,2003-09-11,154.6,西1舍110
35709003,殷丹,男,2006-03-14,152.2,东10舍416
22822960,王平,女,2004-05-11,182.7,西12舍816
91865325,党桂芝,男,2000-02-23,153.3,西1舍804
84031316,戴秀云,男,2006-04-24,170.0,西11舍308
25265660,叶娜,男,2001-06-18,182.8,西14舍704
91157342,张秀梅,女,2000-06-06,153.3,东1舍812
97145972,马秀梅,女,2003-09-08,169.1,西11舍402
85340145,王荣,男,2006-04-18,157.7,西3舍818
71986964,祝建军,男,2006-01-13,170.6,西6舍313
19402255,朱洁,女,2006-04-19,154.3,东5舍306
77433536,陈建,女,2004-11-06,157.4,东19舍716
41873041,温瑜,男,2001-12-07,158.0,西19舍601
31598195,王秀华,男,2005-01-07,178.0,东11舍505
76976589,刘云,女,2006-09-23,169.2,东7舍317
95947281,李晨,女,2001-12-16,180.6,西3舍805
59305975,房杰,女,2001-01-02,168.7,西2舍411
73959833,李丽华,男,2001-09-17,164.0,西9舍115
65647784,彭勇,男,2004-09-17,163.5,西16舍113
19865178,李宇,女,2005-01-25,153.7,东7舍710
98587127,巫雪,女,2002-03-27,154.9,东20舍708
82211797,薛杰,男,2002-10-17,173.8,东9舍706
45046001,刘玉英,女,2002-05-31,162.7,东18舍409
80971320,李俊,男,2002-05-24,176.1,西6舍513
97934998,石桂英,男,2002-03-22,180.2,东16舍518
45542178,李东,男,2002-08-04,157.4,西10舍306
87514937,李雪梅,男,2003-02-15,165.3,西14舍413
23084594,李金凤,男,2003-04-25,160.9,东19舍705
57265037,周鹏,男,2002-04-13,152.3,西18舍710
87993820,叶璐,男,2001-11-07,168.1,东5舍709
49429190,罗浩,男,2005-05-21,184.2,西10舍506
93008036,梁桂芝,女,2000-05-26,174.4,东6舍106
13944559,方玉梅,女,2000-05-14,154.1,东20舍803
55018139,漆帅,男,2000-09-15,172.6,西20舍709
40425641,麦玉华,男,2004-02-27,156.8,东15舍111
86042194,王云,女,2000-01-02,175.4,东3舍302
66945928,陈成,男,2002-05-25,158.0,西15舍519
50409229,陈文,女,2000-04-12,156.5,西2舍513
30270807,冯桂荣,男,2002-06-27,183.3,东15舍710
36317943,曹丽娟,女,2006-05-28,155.1,东19舍117
96648499,李鑫,男,2000-07-01,168.7,西11舍810
99190234,丁丽华,女,2006-04-02,167.9,西18舍503
19049190,郑玉,女,2000-12-15,157.4,东19舍403
78848049,汪杰,男,2004-04-07,184.1,东14舍119
13410718,时杰,男,2003-08-20,181.2,东19舍510
86752989,彭英,男,2004-10-04,152.9,东2舍316
61086591,冀秀云,男,2003-12-03,186.3,西6舍608
10386874,彭帅,女,2002-07-26,155.8,西6舍717
39784073,张龙,女,2004-06-16,159.5,西13舍605
34573203,赵志强,女,2001-01-17,165.3,西20舍106
15816299,李丽华,女,2003-08-08,172.3,东10舍106
79984179,邹超,男,2005-04-14,182.5,西3舍120
58588801,陈玉英,女,2006-07-05,156.5,东8舍320
44973271,孙婷,男,2006-11-10,176.6,西19舍301
94828913,李斌,女,2002-07-30,165.3,东19舍609
99406559,孙静,女,2002-12-19,159.4,东5舍713
27772029,段桂香,女,2002-04-28,158.3,东3舍301
82690743,陈秀云,女,2000-12-29,186.5,西2舍420
70583116,王斌,女,2004-10-21,151.0,东16舍409
94707402,郑娟,女,2004-03-29,173.8,西8舍607
64483002,徐明,男,2000-10-07,171.9,东2舍813
56712855,赵娟,女,2004-06-05,178.6,西4舍211
27325007,崔丹丹,女,2000-09-30,154.4,东18舍110
74028008,魏萍,女,2002-08-16,183.0,西16舍411
49607057,冯娜,男,2001-09-22,162.6,西5舍215
19755302,徐琳,男,2004-06-11,160.8,东2舍605
83626420,许慧,男,2003-05-05,180.8,西17舍615
94710817,李成,女,2001-05-16,177.6,东3舍315
25555928,钟红梅,女,2001-05-19,168.6,西14舍210
13054828,王琴,女,2006-01-27,150.5,东11舍410
94369169,袁莉,男,2003-08-27,163.5,东6舍304
71794168,崔建平,男,2000-06-17,161.2,东17舍412
10531338,王敏,女,2006-02-06,178.0,东6舍609
73165313,吴莹,女,2000-09-02,150.2,西14舍102
98212830,林桂芝,女,2001-10-28,157.9,东14舍215
87268903,李飞,女,2006-01-15,180.3,东17舍616
87184675,朱雪梅,女,2003-11-10,164.8,东12舍206
29896205,廖婷婷,男,2006-04-26,181.6,西17舍410
23049493,叶雪梅,男,2006-03-20,160.0,东10舍518
85438942,王伟,男,2001-03-27,154.2,西2舍112
43728877,范明,女,2003-01-07,176.0,西12舍616
69155826,郭桂芳,男,2002-09-17,184.0,西10舍714
68214037,白彬,女,2002-02-24,177.3,西10舍213
67090910,张欢,女,2003-07-21,154.2,东18舍707
56604902,罗倩,男,2005-07-11,169.8,西19舍302
29024777,鞠红梅,女,2001-02-25,160.5,东11舍519
30831313,林瑞,男,2001-02-21,156.3,东15舍603
73994135,王鹏,女,2000-08-22,159.2,西18舍616
34700504,李宁,男,2004-07-27,165.2,西14舍808
39691850,韩玉珍,女,2004-10-09,163.8,东7舍106
36407562,张宁,男,2005-05-18,159.6,西15舍402
79969288,王斌,男,2004-11-10,167.9,西10舍520
60160517,李丽娟,女,2001-07-08,172.6,东6舍407
92107004,阮秀芳,女,2003-03-21,151.6,东8舍711
58833011,邵颖,男,2005-09-22,183.9,东1舍410
72517540,刘海燕,男,2006-05-19,182.6,东15舍710
72681510,唐坤,女,2002-12-05,186.6,西10舍201
57216902,金勇,女,2002-07-21,150.3,东15舍617
23308735,刘秀荣,男,2005-05-23,171.3,西4舍419
92191978,朱磊,男,2005-11-10,187.4,东19舍114
73131583,喻岩,男,2005-06-13,187.2,西16舍515
20374194,董桂芳,男,2001-01-17,155.8,东14舍812
54628265,张桂芝,男,2006-11-08,156.8,东18舍215
28960948,侯华,男,2003-04-24,183.1,西16舍601
44637662,刘俊,男,2005-11-10,166.4,西9舍419
66259509,张宁,女,2003-07-26,171.1,西8舍502
51858819,孙彬,女,2003-02-06,151.3,东16舍618
37438665,夏春梅,男,2006-01-15,150.3,西17舍209
63026112,曾勇,男,2001-10-16,156.2,西6舍813
37862518,李彬,女,2000-02-07,153.1,西16舍118
13536884,阎建国,男,2001-03-03,150.4,西18舍710
53679249,熊玉梅,男,2004-08-30,166.3,西6舍610
34336646,张俊,男,2001-11-17,174.6,东8舍511
64557588,罗洋,女,2002-07-21,168.9,西2舍301
87565415,雷敏,女,2002-05-28,186.0,西12舍514
68906176,邹想,女,2000-06-21,178.8,东15舍511
17779266,姚艳,男,2004-07-12,162.9,东16舍416
70878225,雍成,男,2006-07-17,157.9,西17舍119
16282677,张海燕,男,2001-01-27,152.7,东13舍607
99340369,叶秀珍,女,2004-12-16,160.9,西4舍106
98024830,刘雪梅,女,2006-05-24,166.6,西3舍110
67703646,刘小红,女,2004-08-13,172.1,东4舍806
25384399,刘婷,男,2001-01-08,156.0,西6舍211
38428912,王静,男,2004-01-15,188.7,东12舍401
59803048,李淑华,女,2004-08-10,164.0,西4舍112
32983361,褚桂芝,男,2002-05-30,174.4,东19舍616
46851484,李颖,女,2005-08-14,171.5,东1舍404
12504008,李璐,男,2000-04-14,172.7,西14舍117
23516477,刘雷,女,2002-11-18,150.9,西5舍604
32506460,严刚,女,2005-06-02,189.3,西6舍410
42512895,阮玉,男,2000-10-10,171.4,西12舍117
31910542,罗楠,女,2001-04-26,163.3,东11舍713
69837378,黄平,男,2002-08-14,168.8,东8舍212
81346431,毛岩,男,2004-02-18,175.4,东13舍714
57076624,牛宁,女,2002-05-29,178.8,西2舍103
79429521,金建军,男,2002-06-06,150.6,东13舍306
36605433,谢莉,女,2004-06-03,176.9,东9舍503
30085571,龚桂芳,男,2003-04-03,178.0,西7舍716
60386043,李柳,男,2006-11-28,180.4,西1舍511
42258095,萧帆,男,2005-09-30,166.4,西4舍811
45067812,欧柳,女,2001-09-24,164.8,东8舍419
70582596,许桂香,女,2001-08-11,178.0,东5舍203
93272284,李健,男,2000-11-01,150.6,西5舍813
69479305,王云,女,2005-05-09,174.0,西9舍814
65739904,董帅,女,2000-08-20,179.7,西6舍611
36357427,陈玉华,男,2003-02-26,157.2,东12舍705
88614027,孙娟,女,2000-05-22,166.8,西6舍507
38287909,安小红,男,2003-11-12,179.0,西2舍814
52878211,胡强,男,2005-10-09,176.3,东5舍718
92499533,刘桂花,男,2003-02-09,173.0,东1舍105
94054969,周丽,女,2005-06-13,157.6,东2舍514
43973383,雷林,女,2005-05-16,187.0,东13舍504
87797421,吴建华,女,2005-01-15,161.5,东2舍606
65986259,李玉华,男,2004-09-13,171.1,西18舍701
15858308,熊瑜,男,2001-11-11,172.7,西16舍515
19287129,李雷,男,2002-05-01,152.0,西16舍712
63856496,李莹,男,2004-01-21,179.7,西6舍503
13599415,刘梅,男,2004-02-15,160.4,东17舍111
48542918,李楠,女,2005-05-27,172.5,东1舍108
22377963,李岩,女,2004-07-21,187.2,东12舍307
81024317,任秀梅,女,2000-09-01,173.6,东19舍320
10555565,马丽华,女,2000-05-22,157.0,西9舍201
67125186,时琳,女,2003-06-15,154.4,东9舍104
45542981,梅荣,女,2002-05-11,154.1,西10舍613
13104578,王宁,男,2003-02-25,174.9,西20舍519
33963961,姚霞,男,2003-03-07,163.0,东4舍808
68310879,王洋,男,2002-07-28,178.9,西13舍801
95627430,张秀华,男,2003-03-24,188.5,西19舍803
67577160,吴玲,男,2003-04-11,189.7,西2舍815
33076648,姜桂珍,女,2001-07-04,160.8,东5舍218
86478906,李强,男,2000-06-12,151.5,东15舍314
97271756,焦淑兰,男,2003-10-29,161.2,西3舍815
65688030,卢玉珍,女,2006-11-02,150.8,西10舍316
79985594,田静,男,2001-02-08,170.7,东3舍718
98979473,杨杨,男,2003-09-16,161.2,东5舍209
42573927,兰桂芳,女,2003-02-03,174.9,西16舍815
61227562,杨建华,女,2003-09-12,178.1,东6舍608
27310996,朱兰英,女,2003-03-11,155.8,西13舍419
91598573,刘敏,男,2003-07-06,153.5,东11舍118
37217168,潘秀兰,女,2005-07-28,164.9,东18舍704
74992226,张娟,男,2003-09-07,179.2,西20舍108
47026776,刘龙,女,2006-07-18,150.6,西1舍410
30154297,岳浩,男,2002-12-13,177.9,东16舍707
40974691,吴瑜,女,2005-04-14,185.1,东20舍312
85762613,杨志强,男,2006-08-02,161.4,西12舍215
93068543,李玲,女,2003-10-09,188.0,西8舍719
20504635,高杨,女,2001-08-02,164.9,西16舍802
21012406,车秀芳,男,2003-12-18,182.4,西19舍516
97995158,余桂芳,男,2006-10-20,189.7,西6舍102
19999644,蒋海燕,男,2005-01-13,170.8,东8舍602
54465196,王玉兰,男,2004-03-25,186.4,西16舍401
41178017,曾伟,女,2003-01-25,186.4,西18舍205
33366093,时玉珍,男,2005-02-06,170.0,西5舍420
50407436,耿梅,男,2004-12-15,183.5,西8舍108
16431603,董秀梅,男,2002-03-26,184.8,东3舍309
12785391,姚桂芳,男,2005-09-27,189.4,西12舍804
68216481,黄玉,男,2001-01-17,156.4,西11舍511
78729584,黄玉,女,2001-07-29,189.0,西4舍501
64979441,石伟,女,2004-10-30,159.0,东6舍602
19444891,任博,男,2004-08-28,162.8,西11舍810
45411063,林洋,女,2006-12-09,160.0,东6舍302
51713997,万欢,男,2001-09-05,181.5,西6舍413
91224221,熊军,男,2001-10-07,156.6,西20舍619
58096241,罗梅,男,2006-11-26,175.2,西15舍203
69776788,石亮,男,2006-10-15,182.7,西19舍408
96391878,钟岩,男,2004-02-07,179.5,东1舍208
58444139,袁秀梅,女,2001-10-18,176.4,西15舍720
57065207,杨荣,男,2006-03-23,161.0,东18舍106
17506105,石杰,女,2001-02-10,185.7,东4舍203
62404393,郝秀芳,女,2002-10-23,168.0,东19舍417
18290071,曹秀兰,女,2003-03-19,189.2,东11舍404
10873897,乔静,男,2003-03-10,169.8,东11舍119
26851557,金雪,男,2000-07-19,165.9,东2舍218
16412214,潘辉,男,2006-01-13,179.4,东3舍102
34973619,姚涛,男,2000-06-05,157.2,东16舍103
91572529,颜凤兰,女,2003-01-22,183.4,西7舍215
68951820,曾明,女,2001-06-08,170.4,东6舍710
96607008,卢波,男,2006-03-21,179.4,东14舍416
25986718,张静,女,2003-04-28,152.4,东6舍104
73438570,罗丹丹,女,2003-09-23,153.9,东7舍115
65474383,王淑兰,男,2004-03-13,176.4,西10舍216
84637331,张明,男,2006-10-07,189.9,西13舍207
99731980,何佳,女,2005-02-28,177.3,西12舍813
36275470,彭楠,男,2000-05-15,168.1,西8舍406
85225936,王秀兰,女,2004-09-22,155.7,西20舍702
38086130,刘雪梅,女,2002-09-05,173.4,东4舍515
19851145,陈秀芳,女,2006-03-11,155.3,西7舍114
12855245,李凯,男,2000-07-12,172.6,西2舍504
48455928,罗敏,女,2006-12-01,181.3,东2舍102
11585363,文瑜,女,2006-12-05,182.2,东4舍708
15584102,张平,男,2004-11-30,155.1,东4舍809
92731109,王淑珍,男,2004-09-13,157.6,东10舍302
22681746,贾建平,男,2005-06-02,179.0,西18舍619
52308015,何建平,女,2006-06-20,177.7,东18舍209
82043647,王丽娟,男,2002-02-28,161.8,西16舍810
65084852,张婷,女,2005-04-10,154.5,东8舍815
59597883,刘瑜,女,2002-03-07,157.6,东17舍119
79915702,王帅,女,2002-03-22,187.7,东19舍504
27216961,项建国,女,2005-09-04,154.8,西16舍504
36789574,张东,女,2006-09-12,166.1,西7舍807
18002671,苏淑兰,男,2005-04-09,187.8,西10舍420
30873210,田晨,男,2002-03-02,176.4,西3舍805
36102833,唐东,女,2004-02-22,187.2,西16舍602
29432234,甄彬,男,2001-06-13,151.4,西17舍819
72431071,李琳,女,2005-07-29,186.0,东15舍619
76222479,单明,男,2001-01-25,151.4,西5舍408
35240721,顾磊,女,2000-08-11,168.6,东17舍411
58478221,杨艳,男,2003-09-28,160.9,东5舍310
24496004,李莉,女,2005-01-07,179.6,西3舍620
18190491,李静,女,2006-05-19,184.2,西20舍710
70542859,杨荣,男,2005-05-30,157.4,东18舍303
75553275,高兰英,女,2004-05-25,170.9,东4舍219
32026665,向桂芳,女,2006-02-08,184.9,东18舍209
25233749,鞠宇,女,2005-04-22,171.0,西19舍215
93763168,孟艳,女,2006-05-07,184.5,东14舍620
49138818,李磊,女,2001-08-04,183.5,西15舍101
96597310,刘玉珍,男,2001-04-06,159.8,西14舍507
93490553,洪强,男,2004-11-15,159.7,西12舍620
36094468,林娜,男,2000-11-04,180.8,西4舍514
90587399,甄婷,女,2006-12-28,154.6,东7舍409
10645527,姬冬梅,男,2006-11-20,175.8,西17舍403
27044689,陈敏,女,2000-07-18,170.4,西6舍505
87338483,张欢,女,2004-05-11,169.0,东18舍320
46552466,冯燕,女,2001-11-25,163.2,西11舍815
98459153,王雪,女,2001-02-23,168.5,东5舍615
57674299,杨霞,男,2004-06-08,157.9,西6舍108
96596887,张晨,男,2005-04-07,183.3,东7舍514
67519876,齐娜,女,2006-11-02,168.8,西11舍415
